nova,nova,Explosión estelar que aumenta el brillo,Stellar explosion that increases brightness,espacio,advanced
cosmos,cosmos,El universo como un todo ordenado,The universe as an ordered whole,espacio,beginner
astro,star,Cuerpo celeste luminoso,Luminous celestial body,espacio,beginner
galaxia,galaxy,Sistema masivo de estrellas y planetas,Massive system of stars and planets,espacio,beginner
eclipse,eclipse,Ocultación de un astro por otro,Hiding of one celestial body by another,espacio,beginner
cohete,rocket,Vehículo que viaja al espacio,Vehicle that travels to space,espacio,beginner
sonda,probe,Nave no tripulada de exploración,Unmanned exploration spacecraft,espacio,advanced
apogeo,apogee,Punto más lejano de una órbita,Farthest point of an orbit,espacio,advanced
perigeo,perigee,Punto más cercano de una órbita,Closest point of an orbit,espacio,advanced
vacio,vacuum,Espacio sin materia,Space without matter,espacio,advanced
meteoro,meteor,Roca que se quema al entrar en la atmósfera,Rock that burns upon entering the atmosphere,espacio,beginner
titan,titan,Luna más grande de Saturno,Largest moon of Saturn,espacio,advanced
cenit,zenith,Punto más alto del cielo sobre el observador,Highest point of the sky above the observer,espacio,advanced
nadir,nadir,Punto opuesto al cenit bajo el observador,Point opposite the zenith below the observer,espacio,advanced
fase,phase,Apariencia de la Luna según su iluminación,Appearance of the Moon based on illumination,espacio,beginner
eje,axis,Línea imaginaria de rotación de un planeta,Imaginary line of rotation of a planet,espacio,beginner
polo,pole,Extremo del eje de rotación terrestre,End of Earth's rotation axis,espacio,beginner
halo,halo,Anillo de luz alrededor de un astro,Ring of light around a celestial body,espacio,advanced
ocaso,sunset,Momento en que el Sol se oculta,Moment when the Sun sets,espacio,beginner
aurora,aurora,Fenómeno luminoso en los polos,Luminous phenomenon at the poles,espacio,advanced
suma,sum,Resultado de añadir cantidades,Result of adding quantities,matematicas,beginner
resta,minus,Operación de quitar una cantidad de otra,Operation of taking one quantity from another,matematicas,beginner
area,area,Medida de una superficie,Measure of a surface,matematicas,beginner
cubo,cube,Sólido con seis caras cuadradas,Solid with six square faces,matematicas,beginner
cono,cone,Sólido con base circular y punta,Solid with circular base and a point,matematicas,beginner
arco,arc,Porción de una curva o circunferencia,Portion of a curve or circumference,matematicas,beginner
radio,radius,Distancia del centro al borde del círculo,Distance from center to edge of a circle,matematicas,beginner
cuadro,square,Figura con cuatro lados iguales y ángulos rectos,Figure with four equal sides and right angles,matematicas,beginner
par,even,Número divisible entre dos,Number divisible by two,matematicas,beginner
impar,odd,Número no divisible entre dos,Number not divisible by two,matematicas,beginner
primo,prime,Número solo divisible por uno y sí mismo,Number only divisible by one and itself,matematicas,advanced
raiz,root,Valor que al multiplicarse da el original,Value that when multiplied gives the original,matematicas,beginner
media,mean,Promedio de un conjunto de valores,Average of a set of values,matematicas,beginner
moda,mode,Valor más frecuente en un conjunto de datos,Most frequent value in a data set,matematicas,advanced
rango,range,Diferencia entre el valor máximo y mínimo,Difference between maximum and minimum value,matematicas,advanced
vector,vector,Cantidad con magnitud y dirección,Quantity with magnitude and direction,matematicas,advanced
matriz,matrix,Arreglo rectangular de números,Rectangular array of numbers,matematicas,advanced
plano,plane,Superficie infinita sin curvatura,Infinite surface without curvature,matematicas,beginner
recta,line,Sucesión infinita de puntos en una dirección,Infinite succession of points in one direction,matematicas,beginner
angulo,angle,Abertura formada por dos líneas que se cruzan,Opening formed by two intersecting lines,matematicas,beginner
grado,degree,Unidad de medida de ángulos,Unit of measurement for angles,matematicas,beginner
lado,side,Segmento que forma parte de un polígono,Segment that forms part of a polygon,matematicas,beginner
rombo,rhombus,Cuadrilátero con cuatro lados iguales,Quadrilateral with four equal sides,matematicas,advanced
ovalo,oval,Forma curva alargada como un huevo,Elongated curved shape like an egg,matematicas,beginner
esfera,sphere,Sólido perfectamente redondo,Perfectly round solid,matematicas,beginner
prisma,prism,Sólido con dos bases iguales y caras planas,Solid with two equal bases and flat faces,matematicas,advanced
vertice,vertex,Punto donde se encuentran dos lados,Point where two sides meet,matematicas,advanced
arista,edge,Línea donde se encuentran dos caras,Line where two faces meet,matematicas,advanced
seno,sine,Función trigonométrica fundamental,Fundamental trigonometric function,matematicas,advanced
coseno,cosine,Función trigonométrica complementaria del seno,Trigonometric function complementary to sine,matematicas,advanced
log,log,Función inversa de la exponenciación,Inverse function of exponentiation,matematicas,advanced
cero,zero,Número que representa la nada,Number that represents nothing,matematicas,beginner
cifra,digit,Símbolo usado para representar un número,Symbol used to represent a number,matematicas,beginner
valor,value,Cantidad numérica de una expresión,Numerical quantity of an expression,matematicas,beginner
